pokemon_item,set,ungraded,grade_nine,grade_ten,date(D/M/Y)
Bisharp #64,pokemon-steam-siege,1.72,22.00,41.88,06/07/2024
Gardevoir EX #78,pokemon-steam-siege,3.14,12.00,27.00,06/07/2024
Xerneas BREAK #82,pokemon-steam-siege,3.54,16.00,33.05,06/07/2024
Pyroar BREAK #24,pokemon-steam-siege,2.52,14.52,30.44,06/07/2024
Klinklang #73,pokemon-steam-siege,1.25,20.02,33.71,06/07/2024
Magearna EX #75,pokemon-steam-siege,2.34,13.00,24.95,06/07/2024
Clawitzer BREAK #35,pokemon-steam-siege,2.21,13.00,31.00,06/07/2024
Rapidash #17,pokemon-steam-siege,1.13,13.40,41.00,06/07/2024
Chimchar #18,pokemon-steam-siege,0.99,12.92,34.90,06/07/2024
Tangela #1,pokemon-steam-siege,1.15,15.31,35.74,06/07/2024
Nidoking [Reverse Holo] #45,pokemon-steam-siege,2.11,10.00,79.99,06/07/2024
Yveltal [Reverse Holo] #65,pokemon-steam-siege,1.52,12.50,63.05,06/07/2024
Gardevoir Spirit Link #101,pokemon-steam-siege,1.23,13.75,36.29,06/07/2024
Shiftry #11,pokemon-steam-siege,1.45,11.86,37.88,06/07/2024
Ponyta #16,pokemon-steam-siege,1.20,13.54,34.49,06/07/2024
Hydreigon [Reverse Holo] #86,pokemon-steam-siege,1.25,13.69,36.20,06/07/2024
Talonflame BREAK #21,pokemon-steam-siege,2.90,17.00,25.00,06/07/2024
Volcarona [3rd Place League] #15,pokemon-steam-siege,15.47,N/A,N/A,06/07/2024
Hoopa #51,pokemon-steam-siege,2.23,8.50,18.50,06/07/2024
Volcarona [Reverse Holo] #15,pokemon-steam-siege,3.00,11.98,27.50,06/07/2024
Elite Trainer Box,pokemon-steam-siege,454.45,N/A,N/A,06/07/2024
Xerneas [Reverse Holo] #81,pokemon-steam-siege,2.17,16.02,48.70,06/07/2024
Booster Box,pokemon-steam-siege,317.77,N/A,N/A,06/07/2024
Mareep #38,pokemon-steam-siege,1.26,13.72,23.51,06/07/2024
Aipom #90,pokemon-steam-siege,1.29,13.81,36.39,06/07/2024
Clauncher #33,pokemon-steam-siege,0.80,26.97,32.00,06/07/2024
Galvantula #42,pokemon-steam-siege,1.25,42.49,88.00,06/07/2024
Yanmega BREAK #8,pokemon-steam-siege,2.56,18.60,29.84,06/07/2024
Persian #89,pokemon-steam-siege,1.17,13.45,35.80,06/07/2024
Nidoran [Reverse Holo] #43,pokemon-steam-siege,1.40,14.13,50.00,06/07/2024
Pokemon Ranger #104,pokemon-steam-siege,1.07,13.16,35.30,06/07/2024
Nidoran #43,pokemon-steam-siege,1.00,N/A,27.78,06/07/2024
Klefki #80,pokemon-steam-siege,1.07,12.92,29.99,06/07/2024
Deino #84,pokemon-steam-siege,1.00,19.01,59.37,06/07/2024
Mankey #52,pokemon-steam-siege,1.10,N/A,29.99,06/07/2024
Bastiodon #70,pokemon-steam-siege,1.27,13.75,36.29,06/07/2024
Ninja Boy #103,pokemon-steam-siege,1.00,12.95,34.95,06/07/2024
Ampharos #40,pokemon-steam-siege,2.04,15.00,54.00,06/07/2024
Tangrowth #2,pokemon-steam-siege,1.10,13.24,35.44,06/07/2024
Yveltal #65,pokemon-steam-siege,2.52,9.59,31.00,06/07/2024
Klink #71,pokemon-steam-siege,0.99,N/A,43.75,06/07/2024
Volcanion [Reverse Holo] #25,pokemon-steam-siege,2.03,15.99,40.05,06/07/2024
Galvantula [Reverse Holo] #42,pokemon-steam-siege,2.40,10.50,41.89,06/07/2024
Flaaffy #39,pokemon-steam-siege,1.04,13.07,35.15,06/07/2024
Ampharos [Reverse Holo] #40,pokemon-steam-siege,1.49,21.80,88.00,06/07/2024
Nidorino #44,pokemon-steam-siege,1.02,12.92,34.90,06/07/2024
Hoopa [Reverse Holo] #51,pokemon-steam-siege,2.18,8.50,40.51,06/07/2024
Steelix Spirit Link #106,pokemon-steam-siege,1.03,13.04,35.10,06/07/2024
Mantine #27,pokemon-steam-siege,1.01,12.95,34.95,06/07/2024
Drifloon #46,pokemon-steam-siege,0.99,12.95,25.24,06/07/2024
Druddigon [Reverse Holo] #83,pokemon-steam-siege,1.54,14.54,29.99,06/07/2024
Booster Pack,pokemon-steam-siege,13.00,N/A,67.37,06/07/2024
Pyroar #23,pokemon-steam-siege,1.15,13.37,29.99,06/07/2024
Avalugg #37,pokemon-steam-siege,1.41,14.16,36.98,06/07/2024
Anorith #56,pokemon-steam-siege,1.29,13.69,16.00,06/07/2024
Larvesta #14,pokemon-steam-siege,1.07,13.16,35.30,06/07/2024
Litwick #48,pokemon-steam-siege,1.00,12.95,16.00,06/07/2024
Xerneas #81,pokemon-steam-siege,1.52,14.66,68.51,06/07/2024
Ambipom #91,pokemon-steam-siege,1.23,N/A,N/A,06/07/2024
Marill #76,pokemon-steam-siege,0.99,12.92,39.57,06/07/2024
Litleo #22,pokemon-steam-siege,1.23,N/A,25.10,06/07/2024
Special Charge #105,pokemon-steam-siege,2.01,15.93,19.50,06/07/2024
Foongus #12,pokemon-steam-siege,0.93,12.92,34.77,06/07/2024
Infernape #20,pokemon-steam-siege,1.63,14.00,59.99,06/07/2024
Volcanion #25,pokemon-steam-siege,2.04,10.01,39.86,06/07/2024
Volcarona #15,pokemon-steam-siege,1.34,61.00,73.00,06/07/2024
Pyroar [Reverse Holo] #23,pokemon-steam-siege,1.50,14.34,37.28,06/07/2024
Joltik #41,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Klang #72,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Monferno #19,pokemon-steam-siege,1.21,13.63,21.29,06/07/2024
Nidoking #45,pokemon-steam-siege,1.82,15.58,70.00,06/07/2024
Samurott #32,pokemon-steam-siege,1.49,13.84,47.09,06/07/2024
Lampent #49,pokemon-steam-siege,1.16,13.51,35.89,06/07/2024
Zweilous [Reverse Holo] #85,pokemon-steam-siege,1.25,7.50,N/A,06/07/2024
Bergmite #36,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Cobalion [Reverse Holo] #74,pokemon-steam-siege,1.75,15.08,39.50,06/07/2024
Meowth #88,pokemon-steam-siege,0.68,12.01,33.37,06/07/2024
Braviary #93,pokemon-steam-siege,0.99,N/A,16.59,06/07/2024
Chandelure [Reverse Holo] #50,pokemon-steam-siege,1.49,13.69,36.19,06/07/2024
Sneasel #60,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Cobalion #74,pokemon-steam-siege,1.23,13.63,36.09,06/07/2024
Druddigon #83,pokemon-steam-siege,1.49,14.40,37.39,06/07/2024
Talonflame #96,pokemon-steam-siege,1.57,14.67,37.83,06/07/2024
Shellos #28,pokemon-steam-siege,0.99,12.92,41.00,06/07/2024
Drifblim #47,pokemon-steam-siege,1.04,N/A,N/A,06/07/2024
Nosepass #54,pokemon-steam-siege,1.00,N/A,66.00,06/07/2024
Yanma #6,pokemon-steam-siege,1.22,N/A,N/A,06/07/2024
Shieldon #69,pokemon-steam-siege,1.12,13.37,15.19,06/07/2024
Hoppip #3,pokemon-steam-siege,0.99,12.92,16.00,06/07/2024
Armaldo #57,pokemon-steam-siege,1.35,13.98,15.50,06/07/2024
Oshawott [Reverse Holo] #30,pokemon-steam-siege,1.40,14.04,36.78,06/07/2024
Samurott [Reverse Holo] #32,pokemon-steam-siege,1.88,15.55,25.00,06/07/2024
Marill [Reverse Holo] #76,pokemon-steam-siege,1.30,13.81,40.50,06/07/2024
Hawlucha #97,pokemon-steam-siege,1.10,13.25,35.45,06/07/2024
Joltik [Reverse Holo] #41,pokemon-steam-siege,1.18,13.48,35.85,06/07/2024
Azumarill [Reverse Holo] #77,pokemon-steam-siege,4.25,48.02,58.00,06/07/2024
Deino [Reverse Holo] #84,pokemon-steam-siege,1.33,15.16,30.00,06/07/2024
Zweilous #85,pokemon-steam-siege,1.00,12.95,34.95,06/07/2024
Hoppip [Reverse Holo] #3,pokemon-steam-siege,1.24,13.66,36.14,06/07/2024
Seedot #9,pokemon-steam-siege,1.21,N/A,29.99,06/07/2024
Rufflet [Reverse Holo] #92,pokemon-steam-siege,1.25,13.69,36.19,06/07/2024
Fletchling #94,pokemon-steam-siege,0.99,12.92,29.99,06/07/2024
Fletchinder #95,pokemon-steam-siege,1.30,N/A,N/A,06/07/2024
Ponyta [Reverse Holo] #16,pokemon-steam-siege,1.94,7.04,39.60,06/07/2024
Mantine [Reverse Holo] #27,pokemon-steam-siege,1.23,13.54,35.94,06/07/2024
Oshawott #30,pokemon-steam-siege,1.25,13.57,35.99,06/07/2024
Klefki [Reverse Holo] #80,pokemon-steam-siege,1.25,13.69,36.19,06/07/2024
Weavile #61,pokemon-steam-siege,1.22,13.60,36.04,06/07/2024
Rufflet #92,pokemon-steam-siege,0.28,N/A,N/A,06/07/2024
Shellos [Reverse Holo] #28,pokemon-steam-siege,1.21,10.50,35.90,06/07/2024
Croagunk [Reverse Holo] #58,pokemon-steam-siege,1.24,13.66,36.15,06/07/2024
Pawniard #63,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Meowth [Reverse Holo] #88,pokemon-steam-siege,1.43,16.00,49.49,06/07/2024
Mareep [Reverse Holo] #38,pokemon-steam-siege,1.27,13.75,45.00,06/07/2024
Chandelure #50,pokemon-steam-siege,1.54,10.80,24.21,06/07/2024
Spiritomb [Reverse Holo] #62,pokemon-steam-siege,1.35,6.50,79.99,06/07/2024
Armor Fossil Shieldon #98,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Sneasel [Reverse Holo] #60,pokemon-steam-siege,1.19,6.00,59.79,06/07/2024
Dewott #31,pokemon-steam-siege,1.49,13.43,15.50,06/07/2024
Hydreigon [Holo] #86,pokemon-steam-siege,1.69,23.74,26.09,06/07/2024
Greedy Dice #102,pokemon-steam-siege,0.99,N/A,29.99,06/07/2024
Primeape [Reverse Holo] #53,pokemon-steam-siege,1.99,10.13,15.50,06/07/2024
Croagunk #58,pokemon-steam-siege,1.21,N/A,23.27,06/07/2024
Yveltal [Reverse Holo Pokemon League] #65,pokemon-steam-siege,3.79,N/A,N/A,06/07/2024
Yanmega #7,pokemon-steam-siege,1.38,14.10,36.88,06/07/2024
Seedot [Reverse Holo] #9,pokemon-steam-siege,1.23,13.63,36.10,06/07/2024
Tangela [Reverse Holo] #1,pokemon-steam-siege,1.33,24.29,36.59,06/07/2024
Toxicroak #59,pokemon-steam-siege,1.31,13.87,36.49,06/07/2024
Drifloon [Reverse Holo] #46,pokemon-steam-siege,1.45,14.28,79.99,06/07/2024
Nuzleaf #10,pokemon-steam-siege,1.20,13.54,13.59,06/07/2024
Claw Fossil Anorith #100,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Amoonguss #13,pokemon-steam-siege,1.06,13.34,35.60,06/07/2024
Clawitzer [Reverse Holo] #34,pokemon-steam-siege,1.89,22.00,39.35,06/07/2024
Gardevoir Spirit Link [Reverse Holo] #101,pokemon-steam-siege,2.43,29.99,35.00,06/07/2024
Pokemon Ranger [Reverse Holo] #104,pokemon-steam-siege,1.67,14.96,38.32,06/07/2024
Foongus [Reverse Holo] #12,pokemon-steam-siege,1.37,4.25,36.63,06/07/2024
Rapidash [Reverse Holo] #17,pokemon-steam-siege,1.41,11.00,75.00,06/07/2024
Litleo [Reverse Holo] #22,pokemon-steam-siege,1.21,17.00,35.99,06/07/2024
Clauncher [Reverse Holo] #33,pokemon-steam-siege,1.17,13.45,14.33,06/07/2024
Litwick [Reverse Holo] #48,pokemon-steam-siege,1.10,13.25,35.45,06/07/2024
Mankey [Reverse Holo] #52,pokemon-steam-siege,1.37,14.07,22.50,06/07/2024
Bastiodon [Reverse Holo] #70,pokemon-steam-siege,1.67,5.50,35.00,06/07/2024
Klinklang [Reverse Holo] #73,pokemon-steam-siege,1.46,14.25,37.13,06/07/2024
Nuzleaf [Reverse Holo] #10,pokemon-steam-siege,1.24,13.54,14.27,06/07/2024
Skiploom #4,pokemon-steam-siege,0.99,N/A,N/A,06/07/2024
Bergmite [Reverse Holo] #36,pokemon-steam-siege,1.17,13.08,35.70,06/07/2024
Clawitzer #34,pokemon-steam-siege,1.54,14.54,37.62,06/07/2024
Armaldo [Reverse Holo] #57,pokemon-steam-siege,1.65,14.87,38.18,06/07/2024
Amoonguss [Reverse Holo] #13,pokemon-steam-siege,1.43,14.05,36.79,06/07/2024
Chimchar [Reverse Holo] #18,pokemon-steam-siege,1.16,10.00,25.00,06/07/2024
Gastrodon #29,pokemon-steam-siege,1.27,13.75,36.29,06/07/2024
Ambipom [Reverse Holo] #91,pokemon-steam-siege,1.40,5.50,36.94,06/07/2024
Hawlucha [Reverse Holo] #97,pokemon-steam-siege,1.31,13.87,36.49,06/07/2024
Larvesta [Reverse Holo] #14,pokemon-steam-siege,1.10,13.24,35.44,06/07/2024
Avalugg [Reverse Holo] #37,pokemon-steam-siege,1.45,14.13,36.94,06/07/2024
Flaaffy [Reverse Holo] #39,pokemon-steam-siege,1.44,14.25,37.14,06/07/2024
Yanmega [Reverse Holo] #7,pokemon-steam-siege,1.26,13.72,36.24,06/07/2024
Ninja Boy [Reverse Holo] #103,pokemon-steam-siege,1.98,15.85,39.81,06/07/2024
Probopass [Reverse Holo] #55,pokemon-steam-siege,1.56,14.61,37.73,06/07/2024
Klink [Reverse Holo] #71,pokemon-steam-siege,1.17,13.33,35.59,06/07/2024
Yanma [Reverse Holo] #6,pokemon-steam-siege,1.21,13.57,35.99,06/07/2024
Weavile [Reverse Holo] #61,pokemon-steam-siege,1.40,14.13,36.93,06/07/2024
Fletchling [Reverse Holo] #94,pokemon-steam-siege,1.26,13.69,36.19,06/07/2024
Spiritomb #62,pokemon-steam-siege,1.61,14.66,37.83,06/07/2024
Persian [Reverse Holo] #89,pokemon-steam-siege,1.25,13.69,36.19,06/07/2024
Tangrowth [Reverse Holo] #2,pokemon-steam-siege,1.22,13.60,36.05,06/07/2024
Volcanion [Reverse Holo Pokemon League] #25,pokemon-steam-siege,1.99,N/A,N/A,06/07/2024
Nidorino [Reverse Holo] #44,pokemon-steam-siege,1.00,29.99,34.91,06/07/2024
Monferno [Reverse Holo] #19,pokemon-steam-siege,1.70,15.02,38.42,06/07/2024
Gastrodon [Reverse Holo] #29,pokemon-steam-siege,1.94,15.40,64.95,06/07/2024
Anorith [Reverse Holo] #56,pokemon-steam-siege,1.17,13.45,35.79,06/07/2024
Toxicroak [Reverse Holo] #59,pokemon-steam-siege,1.53,14.55,37.63,06/07/2024
Captivating Poke Puff #99,pokemon-steam-siege,1.01,N/A,N/A,06/07/2024
Jumpluff #5,pokemon-steam-siege,1.45,0.99,37.18,06/07/2024
Jumpluff [Reverse Holo] #5,pokemon-steam-siege,1.20,13.54,35.95,06/07/2024
Aipom [Reverse Holo] #90,pokemon-steam-siege,1.61,14.69,37.87,06/07/2024
Talonflame [Reverse Holo] #96,pokemon-steam-siege,2.45,17.20,30.00,06/07/2024
Armor Fossil Shieldon [Reverse Holo] #98,pokemon-steam-siege,1.34,13.95,36.63,06/07/2024
Volcanion Elite Trainer Deck Shield,pokemon-steam-siege,27.48,N/A,N/A,06/07/2024
Zygarde Elite Trainer Deck Shield,pokemon-steam-siege,33.90,N/A,N/A,06/07/2024
Volcarona [1st Place League] #15,pokemon-steam-siege,21.35,N/A,N/A,06/07/2024
Volcarona [2nd Place League] #15,pokemon-steam-siege,16.40,N/A,N/A,06/07/2024
Xerneas [Pokemon League] #81,pokemon-steam-siege,2.49,N/A,N/A,06/07/2024
Fletchinder [Reverse Holo] #95,pokemon-steam-siege,1.25,13.69,36.18,06/07/2024
Claw Fossil Anorith [Reverse Holo] #100,pokemon-steam-siege,1.17,13.45,35.80,06/07/2024
Greedy Dice [Reverse Holo] #102,pokemon-steam-siege,1.17,13.45,35.79,06/07/2024
Special Charge [Reverse Holo] #105,pokemon-steam-siege,2.67,17.68,42.89,06/07/2024
Steelix Spirit Link [Reverse Holo] #106,pokemon-steam-siege,1.34,13.96,46.00,06/07/2024
Dewott [Reverse Holo] #31,pokemon-steam-siege,1.92,15.66,99.99,06/07/2024
Skiploom [Reverse Holo] #4,pokemon-steam-siege,1.29,13.81,36.39,06/07/2024
Drifblim [Reverse Holo] #47,pokemon-steam-siege,1.14,13.36,35.64,06/07/2024
Lampent [Reverse Holo] #49,pokemon-steam-siege,1.17,13.42,35.73,06/07/2024
Primeape #53,pokemon-steam-siege,1.18,13.48,35.84,06/07/2024
Nosepass [Reverse Holo] #54,pokemon-steam-siege,1.29,N/A,N/A,06/07/2024
Probopass #55,pokemon-steam-siege,1.32,13.90,36.54,06/07/2024
Pawniard [Reverse Holo] #63,pokemon-steam-siege,1.43,N/A,N/A,06/07/2024
Shieldon [Reverse Holo] #69,pokemon-steam-siege,1.05,13.10,35.20,06/07/2024
Klang [Reverse Holo] #72,pokemon-steam-siege,0.99,12.92,34.90,06/07/2024
Braviary [Reverse Holo] #93,pokemon-steam-siege,1.17,13.30,35.55,06/07/2024
Captivating Poke Puff [Reverse Holo] #99,pokemon-steam-siege,1.33,13.93,36.59,06/07/2024
Volcarona [4th Place League] #15,pokemon-steam-siege,N/A,N/A,N/A,06/07/2024
Charizard #146,pokemon-skyridge,497.59,088.64,200.00,06/07/2024
Umbreon #H30,pokemon-skyridge,414.82,435.50,538.22,06/07/2024
Gengar #H9,pokemon-skyridge,458.57,169.36,276.65,06/07/2024
Charizard [Reverse Holo] #146,pokemon-skyridge,600.00,709.85,609.00,06/07/2024
Ho-Oh #149,pokemon-skyridge,351.95,841.91,089.27,06/07/2024
Gyarados #H10,pokemon-skyridge,276.58,859.60,099.00,06/07/2024
Celebi #145,pokemon-skyridge,351.82,315.26,680.00,06/07/2024
Kabutops #150,pokemon-skyridge,278.85,660.25,348.05,06/07/2024
Alakazam #H1,pokemon-skyridge,166.33,387.99,049.99,06/07/2024
Golem #148,pokemon-skyridge,261.87,755.50,300.00,06/07/2024
Charizard [Box Topper] #9,pokemon-skyridge,368.36,610.00,904.30,06/07/2024
Crobat #147,pokemon-skyridge,228.64,799.37,025.00,06/07/2024
Snorlax [Reverse Holo] #100,pokemon-skyridge,130.00,306.49,999.99,06/07/2024
Flareon #H7,pokemon-skyridge,185.97,420.94,259.21,06/07/2024
Umbreon #32,pokemon-skyridge,67.50,109.83,275.00,06/07/2024
Vaporeon #H31,pokemon-skyridge,244.70,471.08,175.00,06/07/2024
Moltres #H20,pokemon-skyridge,162.48,347.31,947.64,06/07/2024
Houndoom #H11,pokemon-skyridge,128.93,412.47,800.00,06/07/2024
Arcanine [Reverse Holo] #H2,pokemon-skyridge,473.00,N/A,N/A,06/07/2024
Gengar #10,pokemon-skyridge,69.99,125.33,207.00,06/07/2024
Gyarados #11,pokemon-skyridge,58.48,90.00,169.12,06/07/2024
Raikou #H26,pokemon-skyridge,157.87,340.82,599.99,06/07/2024
Arcanine #H2,pokemon-skyridge,149.48,375.46,985.00,06/07/2024
Gengar [Reverse Holo] #10,pokemon-skyridge,143.65,244.50,635.00,06/07/2024
Forretress #H8,pokemon-skyridge,87.95,130.06,421.50,06/07/2024
Magneton #H19,pokemon-skyridge,72.35,164.58,399.99,06/07/2024
Celebi [Reverse Holo] #145,pokemon-skyridge,168.26,345.00,699.99,06/07/2024
Machamp #16,pokemon-skyridge,13.01,25.71,70.11,06/07/2024
Ho-Oh [Reverse Holo] #149,pokemon-skyridge,152.27,405.57,800.00,06/07/2024
Eevee [Reverse Holo] #54,pokemon-skyridge,95.00,212.25,511.00,06/07/2024
Snorlax #100,pokemon-skyridge,18.95,55.22,146.60,06/07/2024
Kabutops [Reverse Holo] #150,pokemon-skyridge,150.60,231.25,635.55,06/07/2024
Articuno #H3,pokemon-skyridge,182.94,465.00,101.47,06/07/2024
Booster Pack,pokemon-skyridge,964.04,162.52,833.11,06/07/2024
Kabutops #H13,pokemon-skyridge,96.91,152.42,341.50,06/07/2024
Booster Box,pokemon-skyridge,258.69,N/A,N/A,06/07/2024
Jolteon #H12,pokemon-skyridge,113.88,283.74,505.38,06/07/2024
Steelix #H29,pokemon-skyridge,102.89,170.00,430.00,06/07/2024
Pikachu #84,pokemon-skyridge,22.66,43.89,162.63,06/07/2024
Ledian #H14,pokemon-skyridge,91.41,173.40,332.09,06/07/2024
Houndoom [Reverse Holo] #12,pokemon-skyridge,52.00,73.50,171.72,06/07/2024
Alakazam #2,pokemon-skyridge,32.89,76.44,94.32,06/07/2024
Umbreon [Reverse Holo] #32,pokemon-skyridge,149.97,260.55,963.39,06/07/2024
Articuno [Reverse Holo] #4,pokemon-skyridge,57.49,140.00,262.67,06/07/2024
Kadabra #69,pokemon-skyridge,11.55,39.00,49.96,06/07/2024
Crobat #H5,pokemon-skyridge,93.70,211.33,372.62,06/07/2024
Kabutops #14,pokemon-skyridge,9.99,83.00,100.00,06/07/2024
Rhydon #H27,pokemon-skyridge,69.41,203.31,323.27,06/07/2024
Magneton #19,pokemon-skyridge,14.84,24.00,52.44,06/07/2024
Arcanine [Reverse Holo] #3,pokemon-skyridge,59.50,124.99,172.56,06/07/2024
Haunter [Reverse Holo] #63,pokemon-skyridge,48.00,65.01,360.58,06/07/2024
Raichu #H25,pokemon-skyridge,78.49,220.00,474.89,06/07/2024
Gyarados [Reverse Holo] #11,pokemon-skyridge,89.99,186.86,374.97,06/07/2024
Moltres #21,pokemon-skyridge,15.00,31.00,84.83,06/07/2024
Starmie #H28,pokemon-skyridge,128.55,234.25,465.85,06/07/2024
Ditto [Reverse Holo] #51,pokemon-skyridge,59.50,135.00,349.17,06/07/2024
Politoed #25,pokemon-skyridge,16.60,29.99,45.00,06/07/2024
Starmie #30,pokemon-skyridge,15.83,24.56,50.58,06/07/2024
Poliwrath #H24,pokemon-skyridge,130.88,211.66,500.00,06/07/2024
Golem [Reverse Holo] #148,pokemon-skyridge,111.75,210.00,418.35,06/07/2024
Eevee #54,pokemon-skyridge,10.55,31.87,69.97,06/07/2024
Machamp #H15,pokemon-skyridge,89.00,209.07,398.50,06/07/2024
Nidoqueen #22,pokemon-skyridge,14.86,19.51,53.63,06/07/2024
Flareon #8,pokemon-skyridge,15.00,31.99,66.00,06/07/2024
Skarmory #97,pokemon-skyridge,5.02,16.00,38.65,06/07/2024
Nidoqueen #H21,pokemon-skyridge,94.99,209.45,358.63,06/07/2024
Machamp [Reverse Holo] #16,pokemon-skyridge,49.99,74.97,159.00,06/07/2024
Ursaring #110,pokemon-skyridge,7.49,26.76,69.00,06/07/2024
Growlithe #62,pokemon-skyridge,5.86,47.00,56.45,06/07/2024
Vaporeon #33,pokemon-skyridge,17.74,39.15,77.57,06/07/2024
Lapras [Reverse Holo] #71,pokemon-skyridge,46.60,119.19,364.42,06/07/2024
Gastly [Reverse Holo] #57,pokemon-skyridge,30.42,60.00,255.00,06/07/2024
Steelix [Reverse Holo] #31,pokemon-skyridge,38.12,62.61,140.44,06/07/2024
Haunter #63,pokemon-skyridge,13.01,26.08,91.38,06/07/2024
Xatu #35,pokemon-skyridge,3.94,17.63,50.89,06/07/2024
Kadabra [Reverse Holo] #69,pokemon-skyridge,50.00,82.00,299.99,06/07/2024
Kabutops [Reverse Holo] #14,pokemon-skyridge,36.37,72.33,124.59,06/07/2024
Politoed [Reverse Holo] #25,pokemon-skyridge,34.07,47.07,176.39,06/07/2024
Arcanine #3,pokemon-skyridge,23.41,38.00,81.83,06/07/2024
Magneton #H18,pokemon-skyridge,137.73,180.00,690.00,06/07/2024
Jolteon #13,pokemon-skyridge,10.49,35.06,59.90,06/07/2024
Dewgong #H6,pokemon-skyridge,97.37,182.00,455.00,06/07/2024
Beedrill #5,pokemon-skyridge,20.95,21.00,47.73,06/07/2024
Houndour #66,pokemon-skyridge,5.04,31.69,37.00,06/07/2024
Lapras #71,pokemon-skyridge,7.84,26.78,51.14,06/07/2024
Poliwrath [Reverse Holo] #26,pokemon-skyridge,39.66,61.22,140.67,06/07/2024
Ledian #15,pokemon-skyridge,8.78,21.46,26.22,06/07/2024
Raichu [Reverse Holo] #27,pokemon-skyridge,40.35,67.37,170.27,06/07/2024
Electrode #36,pokemon-skyridge,3.91,38.02,69.95,06/07/2024
Poliwrath #26,pokemon-skyridge,17.99,21.81,69.50,06/07/2024
Xatu #H32,pokemon-skyridge,80.00,152.76,399.99,06/07/2024
Alakazam [Reverse Holo] #2,pokemon-skyridge,67.72,112.52,373.99,06/07/2024
Voltorb #113,pokemon-skyridge,3.79,18.23,35.62,06/07/2024
Raikou #28,pokemon-skyridge,15.69,49.00,69.36,06/07/2024
Crobat #6,pokemon-skyridge,13.75,16.56,50.00,06/07/2024
Magikarp #75,pokemon-skyridge,13.77,31.23,72.89,06/07/2024
Vaporeon [Reverse Holo] #33,pokemon-skyridge,70.50,114.05,266.60,06/07/2024
Articuno #4,pokemon-skyridge,20.50,55.53,83.80,06/07/2024
Gastly #57,pokemon-skyridge,6.44,19.00,43.04,06/07/2024
Meowth [Reverse Holo] #78,pokemon-skyridge,40.83,100.34,063.10,06/07/2024
Flareon [Reverse Holo] #8,pokemon-skyridge,65.04,115.16,297.10,06/07/2024
Beedrill #H4,pokemon-skyridge,81.72,168.31,350.00,06/07/2024
Moltres [Reverse Holo] #21,pokemon-skyridge,39.75,103.58,178.65,06/07/2024
Rhydon #29,pokemon-skyridge,6.49,31.00,53.40,06/07/2024
Meowth #78,pokemon-skyridge,14.00,32.46,73.24,06/07/2024
Magcargo #H16,pokemon-skyridge,54.42,149.93,367.13,06/07/2024
Houndoom #12,pokemon-skyridge,20.14,61.39,67.69,06/07/2024
Jolteon [Reverse Holo] #13,pokemon-skyridge,50.00,95.50,204.50,06/07/2024
Raichu #27,pokemon-skyridge,20.50,33.00,80.18,06/07/2024
Machoke #38,pokemon-skyridge,5.99,28.00,45.50,06/07/2024
Persian #42,pokemon-skyridge,7.00,16.13,43.26,06/07/2024
Raikou [Reverse Holo] #28,pokemon-skyridge,59.70,84.17,148.21,06/07/2024
Abra #46,pokemon-skyridge,6.49,18.50,46.00,06/07/2024
Forretress #9,pokemon-skyridge,7.02,17.75,35.00,06/07/2024
Shuckle #96,pokemon-skyridge,6.99,18.00,77.69,06/07/2024
Politoed #H23,pokemon-skyridge,94.34,208.32,460.00,06/07/2024
Crobat [Reverse Holo] #147,pokemon-skyridge,104.85,229.45,649.95,06/07/2024
Rhydon [Reverse Holo] #29,pokemon-skyridge,22.10,55.00,142.35,06/07/2024
Magikarp [Reverse Holo] #75,pokemon-skyridge,74.99,148.49,412.49,06/07/2024
Mantine #77,pokemon-skyridge,5.27,21.94,37.26,06/07/2024
Magcargo #H17,pokemon-skyridge,73.31,135.00,355.09,06/07/2024
Teddiursa #109,pokemon-skyridge,4.04,22.99,49.76,06/07/2024
Nidorina #83,pokemon-skyridge,3.04,26.99,32.00,06/07/2024
Piloswine #H22,pokemon-skyridge,96.39,141.99,332.23,06/07/2024
Aerodactyl #1,pokemon-skyridge,13.93,27.14,89.87,06/07/2024
Nidoqueen [Reverse Holo] #22,pokemon-skyridge,25.00,55.88,125.00,06/07/2024
